1	0.016136865959399276
2	0.01497496095382505
3	0.008965061356623968
4	0.01366165808091561
5	0.00945320673700836
6	0.014779530879524019
7	0.014167112453530232
8	0.018904014800985653
9	0.011817407069934739
10	0.010468311763058106
11	0.011668626581215195
12	0.008223154607953297
13	0.012560001160535548
14	0.018973984859055944
15	0.015441469175534116
16	0.013999061141577031
17	0.010147212435387902
18	0.012842530332919624
19	0.011044106497946713
20	0.011716419856788384
21	0.013070914376940992
22	0.009187485143128369
23	0.009689426515251398
24	0.013665447477251291
25	0.009918265199909607
26	0.010411644509683052
27	0.012739689141097996
28	0.01661481847986579
29	0.01193498271620936
30	0.010380428232666519
31	0.011236737223549021
32	0.010865855160065822
33	0.010615780018270016
34	0.009517788654193282
35	0.011186753399670124
36	0.013500508800562885
37	0.009798841085284948
38	0.011159532237797976
39	0.008973385512439968
40	0.011154666698227325
41	0.012848540933595764
42	0.00900145198425485
43	0.008018003880149789
44	0.011057275761332776
45	0.01180064600581924
46	0.01272972533479333
47	0.013839979449080097
48	0.011220234549707837
49	0.009182783516330851
50	0.011908648846050104
